Country Name,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
IDA only,..,..,..,..,..,..,..,..,..,..,..,..,2.856389999,2.61943996,2.903909922,2.775789976,..,3.076004982,3.364639997,3.40350008,..,3.403559923,3.61195004,3.521014929,3.102479935,3.344439983,3.327510118,3.695219994,3.752544999
IDA total,..,..,..,..,..,..,..,..,..,..,..,..,2.856389999,2.593400002,2.903909922,2.825220108,..,3.02925992,3.309639931,..,..,3.34442997,3.356019974,3.521014929,3.102479935,3.479490042,3.454459906,4.005110025,3.939965129
India,..,..,..,..,..,..,..,..,..,..,3.361360073,3.572560072,4.415390015,4.324790001,..,..,3.613409996,3.352540016,3.188750029,3.142849922,..,..,3.278249979,3.377690077,3.79618001,3.867500067,3.844670057,..,..
Indonesia,..,..,0.871410012,..,..,..,..,0.998549998,1.004349947,1.078549981,1.072080016,..,..,..,2.460030079,2.645689964,3.217999935,2.748470068,2.872819901,..,3.044250011,2.901900053,3.525130033,2.81227994,3.189440012,3.407480001,3.359040022,3.288009882,3.583600044
"Iran, Islamic Rep.",4.140920162,3.681299925,3.997210026,3.773910046,3.743530035,3.640460014,4.314620018,..,4.081809998,3.537760019,..,..,4.22040987,4.030640125,4.071680069,4.484879971,4.363220215,4.296629906,4.056509972,4.289989948,4.596809864,3.913759947,3.842449903,3.709180117,3.484970093,3.168590069,3.06795001,2.801350117,2.797389984
Iraq,..,..,3.551500082,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ireland,5.522200108,5.010159969,4.707389832,4.595059872,4.776949883,4.999639988,5.10943985,5.182509899,4.865799904,4.748290062,..,4.293129921,4.140850067,4.136640072,4.091869831,4.106040001,4.20554018,4.486299992,4.522160053,4.545509815,4.712240219,5.444149971,6.135089874,6.038040161,5.858260155,5.765729904,5.334609985,4.881390095,3.758290052
Isle of Man,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,5.523320198,4.509140015,5.707290173,5.422830105,5.435420036,5.579659939,5.955420017,6.438029766,..,..,..,6.654990196,6.423389912,6.118020058,6.37691021,6.466380119,6.34953022,5.944399834,5.759759903,5.760499954,5.502170086,5.535439968,5.494550228,5.535349846,5.566880226,5.699810028,5.884890079,5.792650223,5.867300034
Italy,..,4.5927701,..,..,..,..,4.733890057,4.433310032,4.318649769,4.447639942,..,4.45031023,4.510849953,4.291079998,4.650090218,4.432409763,4.541790009,4.385200024,4.238299847,4.52545023,4.10503006,4.387949944,4.523719788,4.334119797,4.115680218,4.056019783,4.143670082,4.061279774,4.073629856
Jamaica,..,3.940860033,5.183979988,4.779160023,4.383069992,3.336659908,3.214030027,4.064189911,3.389080048,3.677730083,4.379539967,..,..,4.983469963,5.381030083,5.375229836,4.256849766,3.912549973,4.616419792,..,5.49022007,6.191319942,6.198480129,6.370600224,6.266640186,6.112460136,6.251080036,6.016540051,5.455770016
Japan,5.596519947,5.556049824,5.36714983,..,..,..,3.429039955,3.635669947,3.465729952,..,..,3.356029987,3.433300018,3.516170025,3.457070112,3.46536994,3.523689985,3.483069897,3.368619919,3.329090118,3.330940008,3.319149971,..,3.639499903,3.642580032,3.692260027,3.665380001,3.59059,..
Jordan,3.296570063,4.047570229,5.643869877,..,..,..,..,..,..,7.373980045,6.276690006,..,4.875470161,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kazakhstan,..,..,..,..,..,..,..,..,4.034450054,3.923710108,4.373429775,..,3.892570019,3.25661993,..,3.029700041,..,2.25590992,2.263530016,2.626780033,2.831389904,2.589459896,3.060719967,..,..,..,..,..,2.788579941
Kenya,..,6.600550175,6.035719872,..,6.570670128,6.075900078,6.029150009,5.924019814,..,..,..,..,5.323239803,5.186729908,5.206210136,6.171999931,6.494269848,6.796929836,7.335649967,7.049839973,..,..,..,5.508220196,5.335289955,5.509039879,5.411379814,5.280210018,5.271339893
Kiribati,..,..,..,..,..,..,..,..,..,..,..,..,10.87100983,11.18587017,11.98812008,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People’s Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",3.374239922,2.747370005,3.062629938,3.03873992,3.489249945,3.577889919,3.69698,3.01831007,2.93543005,..,..,3.368139982,3.369290113,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,..,..,..,..,..,14.19882965,..,..,..,5.859610081,5.582630157,..,..,..,6.585830212,6.551109791,..,5.535069942,4.738339901,3.759979963,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,..,..,..,..,..,..,..,5.588190079,6.156429768,4.902609825,..,4.919630051,4.08521986,3.50838995,3.854180098,4.445459843,4.475419998,4.622439861,4.873839855,5.549860001,6.467000008,5.913189888,6.232679844,5.818830013,6.79061985,7.384230137,6.780200005,5.531599998,5.985509872
Lao PDR,..,..,..,..,..,2.334569931,..,..,..,2.429749966,2.130199909,..,..,1.503690004,1.990280032,2.825220108,..,2.413000107,2.414089918,2.958790064,3.078419924,2.27854991,1.654850006,1.709789991,1.708019972,1.821470022,3.233809948,2.937809944,..
Late-demographic dividend,..,..,..,..,..,..,..,..,3.814640045,3.794295073,..,4.112339973,4.140850067,3.853990078,3.894940019,4.093625069,4.207555056,4.079349995,3.93859005,3.891489983,4.291189909,4.334774971,4.796509981,4.900140047,4.60902977,4.609699965,4.878550053,4.89528513,4.705900192
Latin America & Caribbean,..,..,..,..,..,..,..,..,2.99456501,..,..,3.340150118,3.764919996,3.77583003,3.844680071,3.883855104,3.535049915,3.745604992,..,3.792889953,3.855165124,4.639089823,5.325745106,4.670629978,4.410675049,..,5.004640102,5.260620117,4.937005043
Latin America & Caribbean (excluding high income),..,..,..,..,..,..,..,..,..,..,..,3.645864964,3.800620079,3.948930025,4.04286015,3.883855104,3.535049915,3.974479914,..,4.022464991,4.083010197,4.832239866,5.463550091,4.83382988,4.726890087,4.643070221,5.004640102,5.260620117,4.998700142
Latin America & the Caribbean (IDA & IBRD countries),..,..,..,..,..,..,..,..,2.99456501,..,..,3.309165001,3.729219913,3.643519998,3.839125037,3.750370026,3.458904982,3.578660011,..,3.669059992,3.627320051,4.458109856,5.187940121,4.507430077,4.410675049,4.643070221,4.941595078,4.995784998,4.937005043
Latvia,..,..,..,..,..,..,..,..,..,5.278110027,5.529270172,5.824299812,5.550980091,5.290649891,5.465030193,5.618460178,5.074510098,4.861130238,..,4.71378994,4.656740189,5.395989895,5.55632019,5.072710037,4.932980061,6.582499981,6.980400085,5.27489996,5.314129829
Least developed countries: UN classification,..,..,..,..,..,..,..,..,..,..,..,..,2.584830046,2.593400002,2.682824969,2.636595011,..,2.812619925,2.978379965,..,..,2.777280092,2.95720005,3.421319962,2.585034966,2.872040033,3.259230018,3.384880066,3.67008996
Lebanon,..,..,..,..,..,..,1.66652,1.93125999,2.224630117,2.084670067,..,..,..,..,2.841480017,2.552710056,..,2.640949965,2.646189928,2.779759884,2.583570004,2.014790058,1.765709996,1.613309979,1.652519941,2.148089886,2.432450056,..,..
Lesotho,..,7.216639996,6.202280045,..,..,..,8.577030182,7.025430202,8.64097023,..,11.36400986,..,12.49934959,10.09154987,9.365050316,10.10044956,13.21957016,11.10900974,12.07966042,11.27128029,..,12.08349991,..,..,..,..,..,..,..
Liberia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.701660037,..,..,..,1.777119994,1.734660029,2.279099941,..
Libya,..,..,..,..,..,..,..,..,..,..,..,..,2.264169931,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.46013999,2.433330059,..,2.053809881,1.921190023,2.048369884,..,..,2.556040049,..,..,..,..
Lithuania,..,..,..,..,..,..,..,..,4.764920235,4.843719959,5.449550152,6.116010189,..,..,5.840380192,5.79253006,5.108510017,5.169159889,4.873189926,4.820549965,4.590549946,4.83453989,5.577410221,5.312739849,5.127089977,4.769229889,4.609499931,4.49105978,4.22988987
Low & middle income,..,..,..,..,..,..,..,..,..,..,..,..,3.70934999,3.430170059,3.684484959,3.271494985,..,3.286334991,3.52218008,3.669059992,3.60984993,3.938780069,4.309355021,3.944570065,3.819399953,3.736819983,3.801490068,4.035249949,4.078430176
Low income,..,..,..,..,..,..,..,..,..,..,..,..,2.819469929,2.645479918,3.168314934,..,..,3.107130051,..,..,..,3.013295054,..,3.04429996,3.102479935,3.040714979,3.067680001,3.336295009,3.632339954
Lower middle income,..,..,..,..,..,..,..,..,..,..,..,..,3.85164988,3.001600027,..,3.225579977,3.374040008,3.352540016,3.546250105,3.605360031,..,4.339139938,4.661630154,4.547580004,4.137549877,4.693634987,4.668050051,4.534624815,..
Luxembourg,3.944000006,3.877629995,3.740530014,..,..,..,..,..,3.534490108,3.336110115,..,..,..,..,3.555799961,..,..,..,..,..,..,..,..,..,..,4.090410233,..,4.007890224,3.918200016
"Macao SAR, China",..,..,..,..,..,..,..,..,..,..,..,3.377569914,3.36597991,3.340869904,2.734019995,2.861999989,2.797640085,2.245640039,2.290649891,2.206389904,2.054519892,2.207920074,2.546469927,2.629499912,2.685189962,3.337359905,2.049860001,2.032059908,2.981699944
Madagascar,..,..,..,..,..,..,1.775449991,..,..,..,1.538460016,1.588790059,2.405009985,2.438689947,2.70720005,2.231790066,2.610949993,2.812619925,3.309639931,2.830970049,2.902740002,2.554339886,2.825129986,..,2.381680012,2.340670109,1.776939988,2.381230116,2.210119963
Malawi,3.525079966,3.171439886,3.176350117,3.270539999,..,..,..,..,4.008850098,5.381259918,..,..,4.994909763,5.247970104,4.508979797,..,3.215660095,..,..,..,..,..,..,3.539799929,4.152619839,..,5.41617012,4.839839935,5.608660221
Malaysia,6.326000214,..,..,..,..,5.111430168,4.654630184,4.705289841,4.342549801,4.913849831,4.620379925,..,5.686789989,5.971610069,7.484469891,7.657929897,7.502880096,5.923890114,..,4.485760212,4.372539997,3.958519936,5.974180222,4.966450214,5.76293993,5.739029884,5.481200218,5.212639809,4.894869804
Maldives,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.791860104,5.324069977,4.661600113,5.016839981,4.64523983,4.417880058,4.470290184,5.77493,4.117469788,3.506599903,3.76038003,3.800120115,3.470459938,4.366549969
Mali,..,..,..,..,..,..,..,..,..,..,..,2.649590015,2.231839895,2.971560001,2.658449888,2.896229982,3.805599928,3.859220028,3.52218008,..,..,3.403559923,3.869040012,3.343889952,3.754230022,3.479490042,3.284650087,3.648070097,3.801500082
Malta,3.16531992,3.338239908,3.58874011,3.831419945,3.920300007,4.314099789,..,..,..,..,..,4.277430058,..,..,..,4.146259785,..,4.474339962,..,..,5.981349945,5.570610046,5.170370102,6.454889774,7.796120167,6.522429943,7.876140118,7.204949856,5.216350079
Marshall Islands,..,..,..,..,..,..,..,..,..,..,..,..,13.73182964,..,..,8.208979607,11.81980038,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,..,..,..,..,..,..,..,..,..,..,1.585800052,..,1.722030044,..,2.106839895,2.277149916,2.365010023,1.950799942,..,1.958510041,..,..,..,..,2.331020117,2.158210039,2.293540001,..,..
Mauritius,3.057359934,3.131449938,3.515670061,3.170340061,3.509890079,..,..,..,..,..,..,..,3.93975997,3.769109964,3.114860058,3.060899973,4.415830135,4.31306982,4.078199863,3.697510004,3.185400009,3.063070059,3.047310114,3.551470041,3.332070112,3.418200016,3.61578989,4.916950226,4.886670113
Mexico,..,..,2.282010078,2.324980021,2.548000097,3.005019903,..,3.647089958,3.692559958,..,..,3.365289927,3.535360098,3.992439985,4.24104023,4.454959869,5.072579861,4.726709843,4.845689774,4.699920177,4.690509796,4.82006979,5.187940121,5.159220219,5.105649948,5.103099823,4.696050167,5.260620117,5.235239983
"Micronesia, Fed. Sts.",..,..,..,..,..,..,..,..,..,..,..,..,6.424910069,6.706870079,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.40791988
Middle East & North Africa,..,..,4.317100048,..,..,..,4.569794893,..,..,4.671569824,..,..,..,..,6.20182991,..,..,5.371479988,..,4.289989948,..,4.466135025,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),..,..,4.317100048,..,..,..,..,..,..,4.185309887,..,..,..,..,..,..,..,..,..,..,..,4.466135025,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),..,..,4.317100048,..,..,..,..,..,..,4.185309887,..,..,..,..,..,..,..,..,..,..,..,4.466135025,..,..,..,..,..,..,..
Middle income,..,..,..,..,..,..,..,..,..,..,..,..,4.08521986,3.607439995,3.708529949,3.396905065,3.645974994,3.486520052,3.899299979,3.866260052,3.654980063,4.185910225,4.57174015,4.524564981,4.137549877,4.015854955,4.1240201,4.534624815,..
Moldova,..,..,..,..,..,..,..,..,..,9.896639824,..,..,4.662559986,4.486390114,4.846849918,5.497910023,5.424890041,6.771039963,7.162700176,7.498990059,8.293370247,8.237270355,9.509759903,7.592299938,7.136380196,6.983389854,..,6.266019821,..
Monaco,..,0.881030023,0.957520008,..,..,0.913600028,..,..,1.06456995,1.082239985,1.212419987,1.208829999,1.195279956,1.255360007,..,..,..,1.243860006,..,..,..,..,1.354590058,1.31735003,1.589890003,1.780040026,1.334400058,1.021950006,..
Mongolia,..,..,..,..,..,..,..,..,..,..,3.948970079,5.493020058,5.145659924,5.550370216,..,7.210780144,..,4.325729847,..,..,4.690130234,..,5.144849777,4.645100117,4.60902977,5.19520998,4.940770149,4.714849949,4.176990032
Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Morocco,5.162139893,4.577819824,4.757329941,4.510489941,4.303160191,..,4.824969769,..,4.734809875,..,..,5.115540028,5.140160084,..,..,..,..,..,..,..,..,5.342150211,5.260640144,..,..,..,..,..,..
Mozambique,..,..,..,..,..,..,..,..,..,..,..,1.78144002,2.819469929,..,..,..,..,3.345149994,4.019869804,3.883069992,..,..,..,..,..,5.672160149,6.115330219,..,..
Myanmar,..,..,..,..,..,..,..,..,1.202479959,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.787440002,..,..,..,..
Namibia,..,..,..,..,..,..,..,..,..,..,..,..,7.217549801,6.991390228,7.047440052,6.899199963,6.274879932,..,..,6.156459808,..,6.483980179,..,8.349610329,..,..,..,..,..
Nauru,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.246150017,..,..,..,..,..,..,..,..
Nepal,..,..,..,..,..,..,..,..,..,..,..,2.892879963,2.89331007,2.975150108,3.708379984,3.152839899,3.11435008,3.171940088,3.364639997,3.605360031,3.517210007,3.805170059,4.663760185,3.631720066,3.842619896,3.76116991,3.474649906,3.993020058,3.703589916
Netherlands,5.897920132,5.471459866,..,5.228789806,5.161650181,..,4.756609917,4.663249969,4.578879833,4.494190216,..,4.540569782,4.506999969,4.585120201,4.699649811,4.805900097,5.040420055,5.062970161,5.109399796,5.044020176,4.886829853,5.029049873,5.43156004,5.489089966,5.463039875,5.410220146,5.52655983,5.458899975,5.34815979
New Caledonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,3.917390108,4.425859928,4.818240166,..,..,..,..,5.926050186,5.742129803,6.383719921,6.157219887,..,6.636209965,..,6.560490131,6.406990051,6.437530041,6.512030125,6.278960228,5.95276022,5.915939808,5.506169796,6.280670166,7.001289845,6.93487978,7.150629997,6.699979782,6.344449997,6.337389946
Nicaragua,5.351749897,..,..,..,..,2.984970093,..,..,..,..,..,2.225850105,2.923650026,3.001600027,..,2.391010046,2.422009945,..,..,..,..,..,..,4.484220028,..,..,..,4.083280087,4.078430176
Niger,..,..,..,2.060300112,2.292059898,2.226560116,2.049599886,2.254689932,2.318650007,2.134010077,..,..,2.584830046,2.562649965,2.281209946,2.401629925,1.936300039,..,..,2.563410044,3.03008008,2.741290092,3.356019974,2.744709969,3.102479935,3.209389925,3.714289904,5.127449989,4.494679928
Nigeria,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
North America,6.32446003,6.176149845,6.098320007,5.991990089,6.884300232,6.770939827,7.704259872,6.680019855,6.324450016,..,..,5.511970043,5.549940109,5.441999912,4.969560146,5.01072979,..,..,4.782149792,..,4.780360222,4.638259888,4.852640152,5.36992979,5.274439812,..,4.931049824,4.961740017,..
North Macedonia,..,..,..,..,..,4.733449936,4.630569935,4.52628994,4.271230221,4.303110123,..,..,..,..,..,3.300149918,..,..,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,5.788070202,5.865970135,6.299860001,6.310379982,6.373219967,6.63613987,7.676640034,7.830430031,7.695680141,7.138050079,7.30343008,7.360779762,6.966479778,6.467269897,6.830629826,7.437290192,7.416359901,7.298270226,6.865069866,6.382760048,6.534399986,6.285220146,7.10337019,6.746339798,6.454520226,7.374700069,7.485350132,7.695040226,7.569330215
Not classified,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,4.846689939,4.568745136,4.707389832,4.559000015,4.794789791,4.999639988,5.10943985,5.055300236,4.802090168,5.065110207,..,4.461870193,4.538949966,4.781400204,4.964684963,5.179230213,5.091510057,4.961864948,4.939139843,4.864109993,4.712240219,4.933449984,5.43156004,5.391209841,5.114490032,4.99497509,5.13511014,5.144385099,5.106850147
Oman,3.656260014,3.389889956,2.978240013,2.838920116,2.987940073,3.122580051,3.508219957,3.444489956,3.413259983,3.184520006,3.356800079,4.112339973,4.005949974,3.200239897,4.020309925,4.325069904,3.896970034,4.028379917,3.51722002,3.859339952,..,..,4.187749863,..,..,..,4.97010994,..,..
Other small states,..,6.151110172,..,..,..,..,..,..,..,..,..,..,5.246170044,5.332429886,5.031424999,4.936089993,5.543970108,5.139479876,6.286670208,6.243364811,..,5.980679989,6.198935032,5.006520033,4.012239933,3.215800047,3.61578989,4.916950226,..
Pacific island small states,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pakistan,2.977459908,..,2.363820076,2.51680994,2.566760063,2.549679995,2.386440039,2.589309931,2.79531002,2.810570002,3.022300005,..,2.611490011,1.837820053,..,..,..,1.767590046,2.049720049,2.395509958,2.635270119,2.746229887,2.59078002,2.286870003,2.221750021,2.13628006,2.493439913,2.465929985,2.650019884
Palau,..,..,..,..,..,..,..,..,..,..,..,..,..,8.02807045,7.715600014,7.529290199,..,..,..,..,..,..,..,..,..,..,..,..,..
Panama,3.870120049,..,..,..,..,..,..,3.470540047,3.947809935,4.09431982,3.847110033,..,4.567230225,4.759689808,4.105879784,4.1916399,4.168700218,3.578660011,..,..,..,3.50229001,..,..,3.159009933,..,..,..,..
Papua New Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Paraguay,..,..,..,1.040709972,..,..,..,..,..,..,..,4.198339939,4.230879784,4.230209827,3.833570004,3.407730103,3.382760048,2.869899988,..,..,2.739510059,..,..,2.77293992,3.69727993,3.667540073,..,..,..
Peru,..,..,..,..,..,..,..,..,..,3.118799925,..,3.278179884,3.44133997,3.228029966,3.037120104,2.820569992,2.937799931,2.957870007,2.839030027,2.652810097,2.629400015,2.867749929,3.139940023,2.867300034,2.663500071,2.92276001,3.297290087,3.695990086,3.969330072
Philippines,..,..,..,..,..,..,..,..,3.042259932,3.362869978,3.517159939,3.81449008,..,3.164400101,2.92463994,2.89222002,2.935179949,2.469830036,2.328069925,2.425790071,2.485179901,2.582829952,2.537770033,..,..,..,..,..,..
Poland,..,..,..,..,3.891449928,4.187930107,4.182759762,..,4.335000038,6.267179966,..,4.95043993,4.600289822,4.993619919,5.329750061,5.3979702,5.332180023,5.35574007,5.426119804,5.205780029,4.868370056,5.040470123,4.98913002,5.068429947,4.820119858,4.811810017,4.940110207,4.909180164,4.812260151
Portugal,3.157979965,3.387530088,3.475239992,3.56972003,4.07133007,4.337470055,4.840950012,4.671299934,4.61330986,5.065110207,..,..,5.046860218,5.163849831,5.33713007,5.258719921,5.281529903,5.046380043,5.073949814,4.907670021,4.921470165,4.696090221,5.563149929,5.412489891,5.123330116,4.949409962,5.270969868,5.124000072,4.885540009
Post-demographic dividend,4.623439789,4.544720173,..,..,5.103219986,..,5.312155008,5.088480234,4.843374968,4.843719959,..,4.461870193,4.890230179,4.868400097,4.945409775,5.179230213,5.19501996,5.169159889,5.109399796,4.985310078,4.886829853,4.867990017,5.085820198,5.36992979,5.123330116,4.956580162,5.040480137,5.144385099,5.205920219
Pre-demographic dividend,..,..,..,..,..,..,..,..,..,..,..,..,2.584830046,2.578024983,2.658449888,2.679320097,..,3.02925992,2.887170076,..,..,2.67623508,..,3.450384974,2.93462491,3.040714979,3.284650087,3.648070097,3.67008996
Puerto Rico,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.481080055,6.072659969,..
Qatar,..,..,..,..,..,..,..,..,..,..,..,3.577670097,4.345300198,3.725980043,3.200190067,3.846560001,3.373939991,3.462589979,3.971879959,..,..,4.22755003,3.413150072,4.539659977,4.012239933,3.50744009,4.073840141,3.605350018,..
Romania,..,..,..,..,..,..,..,..,..,3.241219997,..,..,..,2.868629932,3.266289949,3.504129887,3.543970108,3.312730074,3.500390053,4.306509972,4.149539948,4.097199917,4.002130032,3.495379925,3.059429884,2.954099894,3.049380064,3.126420021,3.106760025
Russian Federation,..,..,..,..,..,..,..,..,..,..,..,..,..,2.93979001,3.106019974,3.835020065,3.678539991,3.547869921,3.771929979,3.866260052,..,4.101749897,..,..,..,3.793100119,3.763829947,4.013879776,3.834029913
Rwanda,3.505779982,3.335340023,3.746629953,..,..,..,..,..,..,..,..,..,4.57848978,4.09510994,5.666069984,..,..,..,..,..,3.972330093,3.489890099,..,4.615290165,4.367219925,4.403659821,4.721940041,4.179780006,3.632339954
Samoa,..,..,..,..,..,..,..,..,..,..,..,..,4.016250134,3.582930088,3.826289892,3.841389894,..,..,..,..,..,5.144209862,..,..,..,..,..,..,..
San Marino,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.62883997,2.702960014,..,..,..,..
Sao Tome and Principe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.720580101,3.246929884,3.234709978,4.856450081,4.271180153,6.286829948,5.554490089,10.67790031,9.651470184,..,6.339509964,5.939690113,3.74883008,3.864500046
Saudi Arabia,..,..,..,..,5.779459953,5.144629955,5.999289989,6.343820095,5.692470074,4.943749905,4.377079964,8.281310081,7.072269917,5.90982008,7.718870163,7.636889935,7.105090141,6.277470112,5.430920124,5.891170025,..,5.13781023,..,..,..,..,..,..,..
Senegal,..,..,..,..,..,..,..,..,..,..,..,2.527940035,2.48935008,2.494119883,2.602489948,2.679320097,2.772109985,3.044879913,4.057730198,3.769680023,..,3.986789942,4.870130062,5.182519913,4.878950119,4.733160019,5.672500134,5.720210075,5.45637989
Serbia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.209839821,4.441999912,4.483980179,4.327809811,4.238359928,4.164209843,..,3.926980019,3.789020061
Seychelles,..,8.291890144,8.229519844,..,..,..,..,9.021710396,7.703690052,7.779220104,..,5.992070198,5.261000156,..,..,5.193329811,5.374929905,..,..,4.770120144,..,..,..,..,3.606440067,2.613929987,3.608129978,4.083680153,..
Sierra Leone,..,..,..,..,..,..,..,..,..,..,..,..,..,4.949369907,3.432719946,3.54527998,3.260610104,3.107130051,2.796979904,..,2.558510065,2.413170099,2.778140068,2.588639975,2.668900013,2.872040033,2.379810095,2.662919998,..
Singapore,..,3.652070045,..,..,..,..,..,..,..,..,..,..,..,3.32130003,3.542490005,3.878530025,3.981940031,3.652760029,3.195960045,2.859119892,2.946749926,2.764600039,3.010129929,3.080440044,3.030770063,3.070859909,2.85435009,..,..
Sint Maarten (Dutch part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,..,..,..,..,..,5.356949806,4.44960022,3.712500095,4.297579765,4.124400139,4.122320175,..,4.107299805,3.864680052,3.93569994,4.245399952,4.209569931,4.101570129,3.759959936,3.707700014,3.523210049,3.521650076,4.006410122,4.084710121,3.929640055,3.8677001,4.076489925,4.221360207,4.599540234
Slovenia,..,..,..,..,4.438580036,5.145120144,5.402060032,5.121660233,4.905590057,..,..,..,..,..,5.756830215,5.672860146,5.70333004,5.64425993,5.6040802,5.590660095,5.11661005,5.109519958,5.554969788,5.545460224,5.541259766,5.620230198,5.405729771,5.291699886,4.909530163
Small states,..,5.045985103,4.691925049,4.216645002,..,..,..,..,3.558549881,..,..,..,4.592965007,4.983469963,5.031424999,4.908049822,4.843500137,4.877349854,5.549915075,..,..,6.191319942,6.198480129,5.473380089,4.491080046,3.418200016,3.844815016,5.142015219,..
Solomon Islands,..,..,..,..,2.753819942,..,..,..,..,..,..,2.248709917,..,..,..,..,..,..,..,..,9.87994957,8.800919533,8.973259926,9.860630035,..,..,..,..,..
Somalia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,5.164330006,5.290589809,4.85255003,5.125790119,5.737349987,..,5.886020184,5.806089878,..,5.575749874,..,..,5.875229836,5.443580151,5.159480095,5.066219807,4.864850044,5.068910122,5.063199997,5.072569847,4.974140167,4.866000175,5.248690128,5.721739769,..,..,..,..,5.956190109
South Asia,2.644330025,..,..,2.410929918,2.566760063,..,..,..,..,..,3.022300005,3.051419973,2.752400041,2.550115108,..,..,3.11435008,2.556040049,3.188750029,2.76917994,2.635270119,2.746229887,2.59078002,3.377690077,2.841879964,2.389849901,2.973949909,3.080574989,2.952909946
South Asia (IDA & IBRD),2.644330025,..,..,2.410929918,2.566760063,..,..,..,..,..,3.022300005,3.051419973,2.752400041,2.550115108,..,..,3.11435008,2.556040049,3.188750029,2.76917994,2.635270119,2.746229887,2.59078002,3.377690077,2.841879964,2.389849901,2.973949909,3.080574989,2.952909946
South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.962890029,..,1.024500012,1.232460022,1.465559959
Spain,3.128180027,3.328299999,3.551779985,3.633589983,3.742350101,3.83716011,4.244890213,4.484680176,4.434629917,4.457459927,..,4.287859917,4.260439873,4.166049957,4.111269951,4.134570122,4.173429966,4.157859802,4.144320011,4.184820175,4.254049778,4.528059959,4.912000179,4.856080055,4.896920204,4.469339848,4.351019859,4.303380013,4.286570072
Sri Lanka,2.644330025,2.826359987,2.755160093,2.410929918,2.915580034,..,..,3.108530045,2.957600117,3.343600035,..,3.051419973,..,..,..,..,..,..,..,..,..,..,2.055900097,1.717740059,1.808609962,1.496170044,1.621070027,1.932880044,2.22874999
St. Kitts and Nevis,2.641119957,..,2.197969913,..,1.998469949,2.303879976,..,..,2.576430082,..,..,4.020569801,3.322649956,4.611090183,4.265309811,3.792390108,3.662580013,3.803639889,3.628999949,4.059259892,4.193809986,..,..,..,..,..,..,..,2.643460035
